,Creator,start_date,Employee,end_date
306,Mary Baker,2020-09-25 18:08:07,Eddie Rivera,2020-10-02 18:08:07
307,Donna Berry,2020-09-26 03:06:46,Cassandra Salamanca,2020-10-01 03:06:46
308,Helen Zaldivar,2020-09-27 11:58:35,Sarah Ayers,2020-10-12 11:58:35
309,Sarah Runquist,2020-09-29 14:47:26,Nichole Lockett,2020-10-04 14:47:26
310,Malcolm Kincaid,2020-09-30 06:37:50,Sarah Ayers,2020-10-11 06:37:50
311,Joyce Alves,2020-09-30 12:12:58,Eddie Rivera,2020-10-11 12:12:58
312,Mark Inks,2020-09-30 20:14:53,Nichole Lockett,2020-10-23 20:14:53
313,Gloria Seager,2020-10-02 00:57:24,Sarah Ayers,2020-10-30 00:57:24
314,Cynthia Doe,2020-10-02 19:30:02,Frederick Krol,2020-10-13 19:30:02
315,Michael Makela,2020-10-11 12:31:32,Gilberto Delossantos,2020-10-15 12:31:32
316,Charles Welch,2020-10-13 00:23:07,Nichole Lockett,2020-10-30 00:23:07
317,Pearline Duran,2020-10-15 09:36:55,Betty Workman,2020-11-12 09:36:55
318,Johnny Callam,2020-10-15 14:17:58,Cassandra Salamanca,2020-11-06 14:17:58
319,Barry Mccoy,2020-10-19 22:53:54,Betty Workman,2020-10-26 22:53:54
320,Doris Laubhan,2020-10-21 15:16:24,Jane Richardson,2020-11-06 15:16:24
321,Floyd Clark,2020-10-24 16:14:47,Nichole Lockett,2020-11-12 16:14:47
322,Kenneth Mcalary,2020-10-25 01:36:09,Betty Workman,2020-11-07 01:36:09
323,Toya Hernandez,2020-10-25 21:24:20,Jane Richardson,2020-11-20 21:24:20
324,Leon Jordan,2020-11-07 10:34:53,Eddie Rivera,2020-11-13 10:34:53
325,Joseph Luckey,2020-11-09 06:23:08,Jane Richardson,2020-11-22 06:23:08
326,William Nelson,2020-11-10 01:07:48,Eddie Rivera,2020-12-04 01:07:48
327,Iola Holman,2020-11-10 14:17:31,Jane Richardson,2020-12-07 14:17:31
328,Janet Drew,2020-11-10 17:52:19,Frederick Krol,2020-11-16 17:52:19
329,Kelli Hafer,2020-11-11 15:18:03,Gilberto Delossantos,2020-12-10 15:18:03
330,Sandra Caywood,2020-11-12 21:48:07,Eddie Rivera,2020-11-30 21:48:07
331,Chelsea Mccanna,2020-11-13 17:35:30,Frederick Krol,2020-12-10 17:35:30
332,Paula Hoogland,2020-11-26 00:41:39,Eddie Rivera,2020-12-22 00:41:39
333,Walter Adams,2020-11-26 04:33:06,Fredrick Elfrink,2020-12-10 04:33:06
334,Jessie Etheridge,2020-11-27 04:00:04,Jane Richardson,2020-12-18 04:00:04
335,Ruth Kilpatrick,2020-12-03 11:14:38,Cassandra Salamanca,2020-12-18 11:14:38
336,Laurence Taylor,2020-12-04 03:09:31,Cassandra Salamanca,2021-01-01 03:09:31
337,Bernita Thompson,2020-12-04 09:24:46,Fredrick Elfrink,2020-12-31 09:24:46
338,Jennifer Espitia,2020-12-05 20:22:16,Frederick Krol,2021-01-03 20:22:16
339,Raymond Burroughs,2020-12-08 03:03:47,Sarah Ayers,2020-12-23 03:03:47
340,Troy Knackstedt,2020-12-10 03:12:02,Fredrick Elfrink,2020-12-26 03:12:02
341,Keith Radune,2020-12-11 15:52:47,Fredrick Elfrink,2021-01-07 15:52:47
342,Margaret Schummer,2020-12-13 00:53:34,Nichole Lockett,2020-12-19 00:53:34
343,Otis Lopez,2020-12-14 03:41:18,Sarah Ayers,2021-01-04 03:41:18
344,Jesse Buchana,2020-12-16 13:52:47,Cassandra Salamanca,2020-12-29 13:52:47
345,Jeremy Ward,2020-12-18 21:26:36,Eddie Rivera,2021-01-04 21:26:36
346,Martha Rich,2020-12-19 14:10:37,Sarah Ayers,2020-12-25 14:10:37
347,Ernest Georges,2020-12-21 10:30:34,Frederick Krol,2020-12-28 10:30:34
348,Rosa Magee,2020-12-21 21:14:01,Sarah Ayers,2020-12-31 21:14:01
349,Rodney Willis,2020-12-23 14:08:38,Eddie Rivera,2020-12-31 14:08:38
350,Sonia Davis,2020-12-25 19:18:48,Frederick Krol,2021-01-08 19:18:48
351,Joseph Tung,2020-12-27 01:00:40,Cassandra Salamanca,2021-01-14 01:00:40
352,Becky Stennett,2020-12-28 01:11:48,Bruce Gulley,2021-01-24 01:11:48
353,Gregory Turnbow,2020-12-28 18:02:34,Bruce Gulley,2021-01-20 18:02:34
354,James Jernigan,2020-12-31 10:37:41,Frederick Krol,2021-01-06 10:37:41
355,Ashley Whitehurst,2020-12-31 12:14:12,Nichole Lockett,2021-01-19 12:14:12
356,Johnny Blakeney,2021-01-01 17:04:24,Sarah Ayers,2021-01-25 17:04:24
357,Jody Messenger,2021-01-06 13:25:48,Sarah Ayers,2021-02-03 13:25:48
358,Herbert Quinter,2021-01-07 16:54:18,Gilberto Delossantos,2021-01-31 16:54:18
359,Michael Whittaker,2021-01-10 21:10:31,Nichole Lockett,2021-01-21 21:10:31
360,Elmer Hightower,2021-01-11 07:18:10,Gilberto Delossantos,2021-01-18 07:18:10
361,Kelly Hurt,2021-01-13 22:05:56,Nichole Lockett,2021-02-07 22:05:56
362,George Bryant,2021-01-14 04:49:49,Gilberto Delossantos,2021-02-04 04:49:49
363,Jennifer Curry,2021-01-16 18:50:41,Fredrick Elfrink,2021-02-14 18:50:41
364,James Dossantos,2021-01-16 20:14:45,Eddie Rivera,2021-01-21 20:14:45
365,Dale Mcarthur,2021-01-18 06:14:22,Betty Workman,2021-01-20 06:14:22
366,Stacy Taylor,2021-01-18 09:07:57,Cassandra Salamanca,2021-01-27 09:07:57
367,Jane Aguilar,2021-01-19 10:55:55,Cassandra Salamanca,2021-02-15 10:55:55
368,Richard Leutwiler,2021-01-26 08:53:55,Frederick Krol,2021-02-14 08:53:55
369,Cindy Rittenhouse,2021-01-26 10:28:01,Gilberto Delossantos,2021-02-02 10:28:01
370,Josephine Jennings,2021-01-27 09:31:49,Frederick Krol,2021-02-16 09:31:49
371,Ronald Sefton,2021-01-28 12:26:51,Jane Richardson,2021-02-21 12:26:51
372,Tony Weingarten,2021-01-29 08:24:03,Sarah Ayers,2021-02-05 08:24:03
373,Pamela Schulte,2021-01-30 13:06:29,Jane Richardson,2021-02-20 13:06:29
374,Nancy Torno,2021-01-31 00:29:44,Bruce Gulley,2021-02-22 00:29:44
375,Olga Randall,2021-02-02 20:14:52,Fredrick Elfrink,2021-02-11 20:14:52
376,Adrian Landrum,2021-02-04 14:20:34,Nichole Lockett,2021-02-24 14:20:34
377,Marion Christner,2021-02-08 02:53:34,Nichole Lockett,2021-02-24 02:53:34
378,Anthony Schroeder,2021-02-16 17:29:16,Nichole Lockett,2021-03-11 17:29:16
379,Cheryl Grover,2021-02-17 20:02:32,Gilberto Delossantos,2021-03-09 20:02:32
380,Reed Walker,2021-02-17 23:59:19,Fredrick Elfrink,2021-03-13 23:59:19
381,Kevin Tucker,2021-02-18 02:02:00,Frederick Krol,2021-03-17 02:02:00
382,Thomas Gleason,2021-02-22 06:51:39,Frederick Krol,2021-03-22 06:51:39
383,Katie Morehouse,2021-02-27 09:57:05,Frederick Krol,2021-03-16 09:57:05
384,Brian Devries,2021-03-01 12:20:47,Sarah Ayers,2021-03-08 12:20:47
385,Darryl Brion,2021-03-03 06:31:22,Betty Workman,2021-03-23 06:31:22
386,Alan Moore,2021-03-06 15:56:31,Bruce Gulley,2021-03-24 15:56:31
387,Kandi Thompson,2021-03-07 03:16:32,Cassandra Salamanca,2021-04-03 03:16:32
388,Sonia Lamphier,2021-03-09 22:23:45,Jane Richardson,2021-04-04 22:23:45
389,Garry Taylor,2021-03-10 00:13:49,Sarah Ayers,2021-04-07 00:13:49
390,Richard Lewis,2021-03-12 14:46:06,Fredrick Elfrink,2021-04-04 14:46:06
391,Dorothy Livingston,2021-03-13 16:26:49,Frederick Krol,2021-03-18 16:26:49
392,Walter Oconnell,2021-03-14 04:43:35,Eddie Rivera,2021-03-23 04:43:35
393,Patricia Stivers,2021-03-18 10:53:28,Fredrick Elfrink,2021-04-07 10:53:28
394,Jeffrey Nguyen,2021-03-19 01:58:55,Frederick Krol,2021-03-27 01:58:55
395,William Wright,2021-03-20 16:39:54,Cassandra Salamanca,2021-04-02 16:39:54
396,Lois Dewick,2021-03-20 21:04:44,Jane Richardson,2021-04-01 21:04:44
397,Bonnie Walquist,2021-03-27 01:44:42,Cassandra Salamanca,2021-04-22 01:44:42
398,Ann Devine,2021-03-27 18:35:26,Sarah Ayers,2021-04-17 18:35:26
399,Todd Johnson,2021-03-29 07:09:30,Gilberto Delossantos,2021-04-12 07:09:30
400,Carrie Cheatham,2021-03-29 12:50:00,Eddie Rivera,2021-04-12 12:50:00
401,Renee Stewart,2021-04-01 09:29:25,Eddie Rivera,2021-04-13 09:29:25
402,Augustine Anderson,2021-04-03 00:40:41,Bruce Gulley,2021-05-02 00:40:41
403,Georgia Oliver,2021-04-08 12:13:22,Jane Richardson,2021-04-25 12:13:22
404,Ernest Hawkins,2021-04-11 08:48:31,Betty Workman,2021-04-17 08:48:31
405,Connie Gomez,2021-04-12 00:15:36,Cassandra Salamanca,2021-04-23 00:15:36
406,Kelly Sampson,2021-04-12 11:43:26,Gilberto Delossantos,2021-04-26 11:43:26
407,William Bonilla,2021-04-16 05:19:10,Jane Richardson,2021-04-20 05:19:10
408,James Ryan,2021-04-17 00:44:54,Cassandra Salamanca,2021-05-07 00:44:54
409,James Dunn,2021-04-19 17:08:54,Cassandra Salamanca,2021-05-04 17:08:54
410,Cynthia Johnson,2021-04-22 05:50:24,Nichole Lockett,2021-05-11 05:50:24
411,Sue Gonzalez,2021-04-23 03:21:08,Jane Richardson,2021-05-11 03:21:08
412,Esther Hewlett,2021-04-24 02:05:21,Betty Workman,2021-05-01 02:05:21
413,Cynthia Yates,2021-04-30 17:21:08,Betty Workman,2021-05-18 17:21:08
414,Natalie Carr,2021-04-30 18:09:54,Gilberto Delossantos,2021-05-10 18:09:54
415,Kristi Carpenter,2021-05-03 15:16:04,Frederick Krol,2021-05-24 15:16:04
416,Harvey Kimbrough,2021-05-04 09:09:36,Eddie Rivera,2021-05-22 09:09:36
417,David Walz,2021-05-05 10:28:31,Fredrick Elfrink,2021-05-14 10:28:31
418,Leticia Dueber,2021-05-05 15:16:10,Jane Richardson,2021-05-19 15:16:10
419,Mary Stanford,2021-05-06 23:43:45,Jane Richardson,2021-06-04 23:43:45
420,Felix Yancy,2021-05-07 05:14:00,Bruce Gulley,2021-05-31 05:14:00
421,Aaron Gallion,2021-05-07 17:39:22,Cassandra Salamanca,2021-06-01 17:39:22
422,Josephine Robinson,2021-05-11 17:35:35,Eddie Rivera,2021-06-01 17:35:35
423,Margarita Blanton,2021-05-11 19:35:53,Cassandra Salamanca,2021-06-01 19:35:53
424,Ruth Call,2021-05-12 00:32:09,Sarah Ayers,2021-05-28 00:32:09
425,Elizabeth Meehleder,2021-05-15 01:32:04,Fredrick Elfrink,2021-05-22 01:32:04
426,Salvador Martinez,2021-05-15 10:33:46,Gilberto Delossantos,2021-06-02 10:33:46
427,Vella Sauve,2021-05-15 21:23:10,Fredrick Elfrink,2021-06-03 21:23:10
428,Stormy Baadsgaard,2021-05-16 09:06:38,Bruce Gulley,2021-06-13 09:06:38
429,Michael Ward,2021-05-21 02:36:14,Jane Richardson,2021-06-14 02:36:14
430,Yvonne Westmark,2021-05-21 21:52:47,Frederick Krol,2021-06-15 21:52:47
431,Edward Harrington,2021-05-22 02:49:18,Cassandra Salamanca,2021-06-09 02:49:18
432,Robert Bach,2021-05-24 08:18:47,Sarah Ayers,2021-06-09 08:18:47
433,Betty Pollina,2021-05-26 09:34:41,Cassandra Salamanca,2021-06-04 09:34:41
434,Michelle Simmons,2021-05-30 14:57:07,Betty Workman,2021-06-08 14:57:07
435,Shawn Gaul,2021-06-01 23:49:11,Cassandra Salamanca,2021-06-18 23:49:11
436,Jesus Lew,2021-06-03 11:20:09,Nichole Lockett,2021-06-10 11:20:09
437,Krystal Gross,2021-06-04 19:09:05,Bruce Gulley,2021-06-18 19:09:05
438,Anthony Martinez,2021-06-04 19:53:47,Eddie Rivera,2021-06-16 19:53:47
439,Kathleen Scheller,2021-06-12 08:27:56,Sarah Ayers,2021-06-23 08:27:56
440,Mavis Lee,2021-06-16 15:44:12,Bruce Gulley,2021-07-08 15:44:12
441,Teresa Follett,2021-06-18 01:18:44,Bruce Gulley,2021-06-22 01:18:44
442,Joseph Rios,2021-06-19 23:16:44,Sarah Ayers,2021-07-09 23:16:44
443,Fritz Minnick,2021-06-22 03:02:44,Jane Richardson,2021-07-20 03:02:44
444,Cecilia Snyder,2021-06-22 04:27:11,Nichole Lockett,2021-07-09 04:27:11
445,Judy Patterson,2021-06-23 21:27:22,Sarah Ayers,2021-06-26 21:27:22
446,Danny Ketchie,2021-06-24 14:53:13,Bruce Gulley,2021-07-22 14:53:13
447,William Hambrick,2021-06-25 18:25:22,Fredrick Elfrink,2021-07-05 18:25:22
448,Albert Cunningham,2021-06-27 11:35:27,Sarah Ayers,2021-07-18 11:35:27
449,Joy Ford,2021-06-28 15:03:33,Cassandra Salamanca,2021-07-04 15:03:33
450,Edward Huntley,2021-06-30 22:35:47,Eddie Rivera,2021-07-10 22:35:47
451,David Uselman,2021-07-01 07:29:55,Jane Richardson,2021-07-13 07:29:55
452,Rochelle Wade,2021-07-02 13:10:19,Sarah Ayers,2021-07-20 13:10:19
453,Anthony Zeigler,2021-07-02 20:37:31,Nichole Lockett,2021-07-30 20:37:31
454,Dorothy Sutton,2021-07-09 00:00:50,Fredrick Elfrink,2021-08-02 00:00:50
455,Mattie Buller,2021-07-14 08:23:07,Frederick Krol,2021-08-01 08:23:07
456,Terence Knaub,2021-07-16 23:42:50,Gilberto Delossantos,2021-07-30 23:42:50
457,Martin Ashburn,2021-07-17 16:32:47,Eddie Rivera,2021-08-04 16:32:47
458,William Ramirez,2021-07-20 02:27:06,Cassandra Salamanca,2021-07-28 02:27:06
459,Howard Morrison,2021-07-21 11:46:34,Eddie Rivera,2021-08-18 11:46:34
460,Frances Mcauley,2021-07-25 14:53:13,Betty Workman,2021-07-27 14:53:13
461,Stanley Bombard,2021-07-27 00:18:26,Nichole Lockett,2021-08-10 00:18:26
462,Jenny Dahl,2021-07-29 09:23:54,Nichole Lockett,2021-08-03 09:23:54
463,Eric Phuong,2021-07-29 15:35:36,Nichole Lockett,2021-08-14 15:35:36
464,Belkis Hartman,2021-07-29 23:28:05,Bruce Gulley,2021-08-17 23:28:05
465,Shirlene Mages,2021-07-31 00:24:21,Bruce Gulley,2021-08-17 00:24:21
466,John Shepherd,2021-08-02 11:47:56,Cassandra Salamanca,2021-08-07 11:47:56
467,Jesus Foster,2021-08-05 23:53:19,Cassandra Salamanca,2021-08-16 23:53:19
468,Richard Dammen,2021-08-07 02:31:11,Eddie Rivera,2021-08-20 02:31:11
469,Brenda Smith,2021-08-07 10:09:43,Frederick Krol,2021-08-12 10:09:43
470,Rasheeda Campbell,2021-08-14 00:34:55,Sarah Ayers,2021-09-06 00:34:55
471,Johnathan Brewster,2021-08-20 14:10:46,Gilberto Delossantos,2021-09-03 14:10:46
472,Patrick Burney,2021-08-21 00:04:07,Bruce Gulley,2021-09-08 00:04:07
473,Mary Santana,2021-08-25 20:21:56,Jane Richardson,2021-09-07 20:21:56
474,Rogelio Widener,2021-08-28 09:27:15,Betty Workman,2021-09-08 09:27:15
475,Elizabeth Hawes,2021-08-28 18:56:10,Nichole Lockett,2021-09-19 18:56:10
476,Joseph Russell,2021-08-30 08:10:29,Cassandra Salamanca,2021-09-16 08:10:29
477,Zachary Mcelroy,2021-09-03 19:27:24,Nichole Lockett,2021-09-24 19:27:24
478,James Clark,2021-09-05 06:29:03,Betty Workman,2021-09-24 06:29:03
479,Karen Dews,2021-09-08 18:27:27,Frederick Krol,2021-09-15 18:27:27
480,Leona Mcfadden,2021-09-08 18:36:42,Bruce Gulley,2021-09-14 18:36:42
481,James Stephens,2021-09-09 08:59:15,Fredrick Elfrink,2021-09-18 08:59:15
482,Deborah Smith,2021-09-11 21:40:18,Betty Workman,2021-10-02 21:40:18
483,Christine Mcmanus,2021-09-12 12:36:50,Sarah Ayers,2021-10-01 12:36:50
484,Amber Haylett,2021-09-12 23:55:32,Fredrick Elfrink,2021-09-28 23:55:32
485,Ellen Martinez,2021-09-13 13:07:08,Gilberto Delossantos,2021-09-19 13:07:08
486,Lori Hall,2021-09-15 22:02:42,Sarah Ayers,2021-10-06 22:02:42
487,Gladys Wiggins,2021-09-17 09:28:29,Fredrick Elfrink,2021-10-07 09:28:29
488,Alfred Colon,2021-09-19 11:02:49,Jane Richardson,2021-10-04 11:02:49
489,Walter Carder,2021-09-22 01:42:31,Bruce Gulley,2021-10-10 01:42:31
490,Robert Calderon,2021-09-23 08:05:34,Frederick Krol,2021-10-21 08:05:34
491,Boris Scott,2021-09-25 19:46:47,Cassandra Salamanca,2021-10-04 19:46:47
492,Ben Nickel,2021-09-26 21:20:51,Sarah Ayers,2021-09-30 21:20:51
493,Jan Cook,2021-09-29 01:13:02,Gilberto Delossantos,2021-10-05 01:13:02
494,Sherryl Presley,2021-10-06 12:12:10,Sarah Ayers,2021-10-21 12:12:10
495,Myrtle Henson,2021-10-06 15:57:08,Gilberto Delossantos,2021-11-02 15:57:08
496,Elizabeth Seeger,2021-10-08 17:44:17,Sarah Ayers,2021-11-05 17:44:17
497,Cheryl Lorraine,2021-10-19 00:43:21,Eddie Rivera,2021-11-01 00:43:21
498,Anne Smith,2021-10-19 16:54:42,Betty Workman,2021-10-22 16:54:42
499,Haley Grabner,2021-10-22 12:29:49,Nichole Lockett,2021-11-20 12:29:49
500,Alan Holloway,2021-10-24 06:00:08,Nichole Lockett,2021-11-21 06:00:08
501,Barbara Herrmann,2021-10-24 18:26:35,Gilberto Delossantos,2021-10-30 18:26:35
502,Mildred Mirabal,2021-11-07 15:02:09,Eddie Rivera,2021-12-03 15:02:09
503,Tarah Massey,2021-11-07 22:43:13,Fredrick Elfrink,2021-11-14 22:43:13
504,Kimberly Panzarella,2021-11-09 15:42:53,Fredrick Elfrink,2021-11-23 15:42:53
505,Jessica Ware,2021-11-12 20:15:38,Betty Workman,2021-11-30 20:15:38
506,Ronald Vincent,2021-11-17 06:43:25,Betty Workman,2021-12-09 06:43:25
507,James Vaughn,2021-11-17 14:28:42,Bruce Gulley,2021-12-15 14:28:42
508,Timothy Ward,2021-11-21 15:24:20,Gilberto Delossantos,2021-12-15 15:24:20
509,Jerry Mccormick,2021-11-23 12:35:00,Jane Richardson,2021-12-01 12:35:00
510,Amanda Courtney,2021-11-24 06:34:15,Gilberto Delossantos,2021-12-21 06:34:15
511,Helen Borkowski,2021-11-24 23:04:14,Eddie Rivera,2021-12-09 23:04:14
512,Sam Beasley,2021-11-28 14:23:14,Eddie Rivera,2021-12-18 14:23:14
513,Paula Childs,2021-12-03 16:03:03,Cassandra Salamanca,2021-12-17 16:03:03
514,Tracey Clark,2021-12-03 16:50:11,Bruce Gulley,2021-12-23 16:50:11
515,Mary Jandres,2021-12-05 01:38:22,Nichole Lockett,2021-12-19 01:38:22
516,Dianna Rosenberg,2021-12-07 13:44:26,Betty Workman,2022-01-02 13:44:26
517,Tonda Morgan,2021-12-08 12:34:03,Gilberto Delossantos,2021-12-28 12:34:03
518,Jennifer Mcclain,2021-12-09 09:32:47,Jane Richardson,2021-12-28 09:32:47
519,Kathy James,2021-12-13 23:15:03,Jane Richardson,2021-12-20 23:15:03
520,Danielle Chiodi,2021-12-15 09:45:26,Betty Workman,2022-01-07 09:45:26
521,Viola Evans,2021-12-18 03:12:46,Nichole Lockett,2021-12-26 03:12:46
522,Laverne Block,2021-12-19 19:06:17,Jane Richardson,2022-01-02 19:06:17
523,Brian Davis,2021-12-20 13:00:09,Nichole Lockett,2022-01-04 13:00:09
524,Christopher Manning,2021-12-20 22:59:48,Frederick Krol,2022-01-13 22:59:48
525,Addie Garza,2021-12-21 22:01:19,Nichole Lockett,2022-01-14 22:01:19
526,Ryan Dobey,2021-12-23 03:06:34,Betty Workman,2022-01-04 03:06:34
527,Kathryn Kennedy,2021-12-23 21:59:35,Betty Workman,2021-12-29 21:59:35
528,Rodolfo Kim,2021-12-29 09:42:19,Nichole Lockett,2022-01-07 09:42:19
529,Juan Braswell,2021-12-31 18:54:21,Sarah Ayers,2022-01-24 18:54:21
530,Dorothy Russell,2021-12-31 22:34:20,Sarah Ayers,2022-01-19 22:34:20
531,Andrea Noland,2022-01-01 05:01:26,Gilberto Delossantos,2022-01-25 05:01:26
532,Carolyn Phelan,2022-01-01 18:59:58,Gilberto Delossantos,2022-01-18 18:59:58
533,Gerald Taylor,2022-01-01 21:04:58,Bruce Gulley,2022-01-30 21:04:58
534,Emma Keane,2022-01-02 02:59:28,Gilberto Delossantos,2022-01-14 02:59:28
535,Mildred Vasquez,2022-01-03 18:30:49,Cassandra Salamanca,2022-01-24 18:30:49
536,Maria Oakley,2022-01-07 14:52:26,Frederick Krol,2022-01-22 14:52:26
537,Jamie Conners,2022-01-08 22:02:23,Sarah Ayers,2022-01-15 22:02:23
538,Ofelia Tyson,2022-01-12 13:15:48,Jane Richardson,2022-02-04 13:15:48
539,Mark Smith,2022-01-12 13:21:43,Nichole Lockett,2022-02-03 13:21:43
540,Curtis Wiggins,2022-01-15 11:50:00,Frederick Krol,2022-02-09 11:50:00
541,Linda Green,2022-01-15 16:27:42,Frederick Krol,2022-02-04 16:27:42
542,Charles Meidinger,2022-01-16 17:41:10,Eddie Rivera,2022-01-18 17:41:10
543,Phillip Robison,2022-01-16 21:38:40,Sarah Ayers,2022-01-21 21:38:40
544,Joy Williams,2022-01-18 10:07:39,Jane Richardson,2022-01-26 10:07:39
545,Randall Nakamura,2022-01-19 00:55:29,Cassandra Salamanca,2022-02-02 00:55:29
546,James Ruka,2022-01-23 22:16:41,Eddie Rivera,2022-02-07 22:16:41
547,Isaac Smith,2022-01-25 18:20:05,Cassandra Salamanca,2022-02-23 18:20:05
548,Ruth Pittman,2022-01-27 12:34:59,Fredrick Elfrink,2022-02-17 12:34:59
549,Larry Sachez,2022-01-29 19:29:17,Bruce Gulley,2022-01-31 19:29:17
550,Roger Burleson,2022-02-01 05:51:00,Betty Workman,2022-02-09 05:51:00
551,Christiana Lean,2022-02-01 14:26:45,Gilberto Delossantos,2022-02-27 14:26:45
552,Thomas Littell,2022-02-11 01:56:28,Nichole Lockett,2022-02-14 01:56:28
553,Marcus Smith,2022-02-14 20:03:27,Gilberto Delossantos,2022-03-12 20:03:27
554,Sarah Moore,2022-02-20 17:25:32,Cassandra Salamanca,2022-02-28 17:25:32
555,Lazaro Mcconnell,2022-02-21 04:39:35,Bruce Gulley,2022-03-12 04:39:35
556,Catherine Radtke,2022-02-22 03:44:58,Jane Richardson,2022-03-11 03:44:58
557,Douglas Rosales,2022-02-23 03:31:30,Betty Workman,2022-03-23 03:31:30
558,Thomas Andres,2022-02-23 23:29:43,Betty Workman,2022-02-28 23:29:43
559,Rosa Evans,2022-02-26 00:13:15,Frederick Krol,2022-03-13 00:13:15
560,James Marion,2022-02-26 10:39:48,Nichole Lockett,2022-03-03 10:39:48
561,Ramon Sullivan,2022-02-26 19:25:36,Cassandra Salamanca,2022-03-06 19:25:36
562,Carol Eldridge,2022-02-28 08:29:21,Fredrick Elfrink,2022-03-24 08:29:21
563,Patricia Brock,2022-02-28 18:47:55,Frederick Krol,2022-03-12 18:47:55
564,Linda Kaminski,2022-03-02 19:31:19,Gilberto Delossantos,2022-03-15 19:31:19
565,Johnathan Loy,2022-03-04 12:43:41,Bruce Gulley,2022-04-01 12:43:41
566,Stanley Fish,2022-03-06 10:35:42,Frederick Krol,2022-03-29 10:35:42
567,Karen Murray,2022-03-12 20:52:20,Gilberto Delossantos,2022-03-30 20:52:20
568,Lawrence Glassman,2022-03-13 00:06:21,Nichole Lockett,2022-03-26 00:06:21
569,Richard Rancourt,2022-03-14 11:37:12,Fredrick Elfrink,2022-03-25 11:37:12
570,Tanisha Geib,2022-03-15 12:18:02,Bruce Gulley,2022-03-31 12:18:02
571,Andrea Allen,2022-03-17 13:11:47,Gilberto Delossantos,2022-04-03 13:11:47
572,Stephen Floyd,2022-03-20 21:50:30,Gilberto Delossantos,2022-04-11 21:50:30
573,Celeste Cathey,2022-03-24 22:49:54,Jane Richardson,2022-04-19 22:49:54
574,Dennis Ramsey,2022-03-26 17:45:09,Jane Richardson,2022-04-08 17:45:09
575,Betty Brown,2022-03-28 13:32:45,Eddie Rivera,2022-04-20 13:32:45
576,Avis Aucoin,2022-04-05 21:24:38,Betty Workman,2022-04-26 21:24:38
577,Harriett Daniel,2022-04-09 01:53:11,Gilberto Delossantos,2022-04-15 01:53:11
578,Anthony Griffin,2022-04-09 16:25:45,Nichole Lockett,2022-04-15 16:25:45
579,Robert Herrera,2022-04-12 03:07:57,Bruce Gulley,2022-04-28 03:07:57
580,Dorothy Garcia,2022-04-12 15:31:35,Sarah Ayers,2022-04-14 15:31:35
581,Thomas Gonzalez,2022-04-13 05:12:45,Jane Richardson,2022-05-09 05:12:45
582,Lucy Houle,2022-04-14 08:32:03,Eddie Rivera,2022-04-27 08:32:03
583,Donald Randall,2022-04-15 07:37:38,Gilberto Delossantos,2022-04-27 07:37:38
584,Danny Quiroz,2022-04-24 17:36:50,Fredrick Elfrink,2022-05-02 17:36:50
585,Jennifer Gandy,2022-04-29 07:41:12,Fredrick Elfrink,2022-05-19 07:41:12
586,Jeremiah Merz,2022-05-02 09:12:26,Frederick Krol,2022-05-05 09:12:26
587,Henry Orozco,2022-05-04 20:18:54,Betty Workman,2022-05-14 20:18:54
588,Eddie Rose,2022-05-06 08:30:36,Frederick Krol,2022-05-11 08:30:36
589,Charles Villasenor,2022-05-06 14:33:32,Cassandra Salamanca,2022-05-20 14:33:32
590,Cheryl Huber,2022-05-07 16:43:32,Frederick Krol,2022-05-13 16:43:32
591,Sharon Rose,2022-05-09 17:30:57,Cassandra Salamanca,2022-06-02 17:30:57
592,Sherill Green,2022-05-12 10:29:43,Betty Workman,2022-05-31 10:29:43
593,John Vanderkam,2022-05-14 00:35:15,Eddie Rivera,2022-05-26 00:35:15
594,Arthur Pisani,2022-05-18 14:59:37,Sarah Ayers,2022-06-16 14:59:37
595,Odis Suggs,2022-05-18 15:01:59,Eddie Rivera,2022-06-16 15:01:59
596,Margaret Wilson,2022-05-21 10:54:56,Gilberto Delossantos,2022-05-23 10:54:56
597,Keith Kruckenberg,2022-05-24 03:36:49,Cassandra Salamanca,2022-06-09 03:36:49
598,Christa Kirk,2022-05-24 06:16:05,Frederick Krol,2022-05-30 06:16:05
599,Patrick Carvajal,2022-05-24 10:39:36,Frederick Krol,2022-06-13 10:39:36
600,Sarah Bailey,2022-05-25 06:22:05,Nichole Lockett,2022-06-16 06:22:05
601,Carmen Moore,2022-05-27 13:29:10,Sarah Ayers,2022-06-14 13:29:10
602,Lessie Dulany,2022-05-30 10:00:59,Cassandra Salamanca,2022-06-05 10:00:59
603,Laureen Pasculli,2022-06-03 03:04:56,Frederick Krol,2022-06-10 03:04:56
604,Apolonia Snider,2022-06-03 08:12:10,Fredrick Elfrink,2022-06-27 08:12:10
605,Paul Lindhorst,2022-06-04 12:44:30,Bruce Gulley,2022-06-17 12:44:30
606,John Goldstein,2022-06-06 15:55:04,Cassandra Salamanca,2022-06-13 15:55:04
607,Shirley Hinkle,2022-06-14 23:41:02,Betty Workman,2022-07-12 23:41:02
608,Annette Chen,2022-06-18 15:05:04,Eddie Rivera,2022-06-25 15:05:04
609,Lorraine Nixon,2022-06-18 17:21:16,Sarah Ayers,2022-07-01 17:21:16
610,Jeffrey Cortez,2022-06-19 13:23:35,Bruce Gulley,2022-06-26 13:23:35
