,Creator,start_date,Employee,end_date
310,Sarah Haydu,2020-10-14 05:22:49,Jeffrey Lyon,2020-11-09 05:22:49
311,Cynthia Doe,2020-10-14 19:30:02,James Ryder,2020-11-06 19:30:02
312,Helen Zaldivar,2020-10-15 11:58:35,Leslie Harris,2020-11-14 11:58:35
313,Michael Makela,2020-10-18 12:31:32,Norma Farmer,2020-11-30 12:31:32
314,Mark Inks,2020-10-25 20:14:53,Kenneth Fluellen,2020-11-27 20:14:53
315,Barry Mccoy,2020-10-28 22:53:54,Noah Balentine,2020-11-19 22:53:54
316,Charles Welch,2020-11-02 00:23:07,Norma Farmer,2020-11-18 00:23:07
317,Gloria Seager,2020-11-03 00:57:24,Norma Farmer,2020-11-24 00:57:24
318,Johnny Callam,2020-11-08 14:17:58,Darryl Kirkwood,2020-11-21 14:17:58
319,Doris Laubhan,2020-11-09 15:16:24,Judith Laxson,2020-12-15 15:16:24
320,Kenneth Mcalary,2020-11-11 01:36:09,Felipe Seals,2020-11-26 01:36:09
321,Floyd Clark,2020-11-13 16:14:47,James Ryder,2020-12-09 16:14:47
322,Pearline Duran,2020-11-16 09:36:55,Felipe Seals,2020-12-30 09:36:55
323,Leon Jordan,2020-11-16 10:34:53,Kenneth Fluellen,2020-12-09 10:34:53
324,Janet Drew,2020-11-20 17:52:19,Darryl Kirkwood,2021-01-02 17:52:19
325,Toya Hernandez,2020-11-21 21:24:20,Virginia Williams,2021-01-01 21:24:20
326,Joseph Luckey,2020-11-23 06:23:08,Virginia Williams,2020-12-20 06:23:08
327,Sandra Caywood,2020-12-03 21:48:07,Paul Therrien,2021-01-18 21:48:07
328,William Nelson,2020-12-07 01:07:48,Darryl Kirkwood,2020-12-21 01:07:48
329,Iola Holman,2020-12-09 14:17:31,Deborah Hurley,2021-01-09 14:17:31
330,Chelsea Mccanna,2020-12-11 17:35:30,Paul Therrien,2021-01-03 17:35:30
331,Kelli Hafer,2020-12-13 15:18:03,Rachel Laudat,2021-01-02 15:18:03
332,Walter Adams,2020-12-14 04:33:06,Deborah Hurley,2021-01-14 04:33:06
333,Jessie Etheridge,2020-12-21 04:00:04,James Ryder,2021-01-15 04:00:04
334,Margaret Schummer,2020-12-22 00:53:34,Kenneth Fluellen,2021-01-13 00:53:34
335,Ruth Kilpatrick,2020-12-22 11:14:38,Thelma Ryan,2021-01-16 11:14:38
336,Paula Hoogland,2020-12-24 00:41:39,Paul Therrien,2021-01-31 00:41:39
337,Raymond Burroughs,2020-12-27 03:03:47,Noah Balentine,2021-02-11 03:03:47
338,Troy Knackstedt,2020-12-28 03:12:02,Thelma Ryan,2021-01-31 03:12:02
339,Martha Rich,2020-12-28 14:10:37,Leslie Harris,2021-01-30 14:10:37
340,Ernest Georges,2021-01-01 10:30:34,Jeffrey Lyon,2021-02-19 10:30:34
341,Jesse Buchana,2021-01-01 13:52:47,Jeffrey Lyon,2021-01-13 13:52:47
342,Rodney Willis,2021-01-02 14:08:38,Felipe Seals,2021-01-14 14:08:38
343,Laurence Taylor,2021-01-03 03:09:31,James Ryder,2021-02-20 03:09:31
344,Rosa Magee,2021-01-03 21:14:01,Leslie Harris,2021-01-21 21:14:01
345,Bernita Thompson,2021-01-04 09:24:46,Deborah Hurley,2021-02-03 09:24:46
346,Jennifer Espitia,2021-01-04 20:22:16,Judith Laxson,2021-02-13 20:22:16
347,Jeremy Ward,2021-01-05 21:26:36,Deborah Hurley,2021-01-18 21:26:36
348,Otis Lopez,2021-01-08 03:41:18,Thelma Ryan,2021-02-10 03:41:18
349,Keith Radune,2021-01-08 15:52:47,Marlene Grice,2021-02-14 15:52:47
350,Sonia Davis,2021-01-09 19:18:48,Darryl Kirkwood,2021-02-14 19:18:48
351,James Jernigan,2021-01-10 10:37:41,Marlene Grice,2021-02-28 10:37:41
352,Joseph Tung,2021-01-18 01:00:40,Darryl Kirkwood,2021-01-28 01:00:40
353,Elmer Hightower,2021-01-21 07:18:10,Deborah Hurley,2021-02-06 07:18:10
354,Ashley Whitehurst,2021-01-22 12:14:12,Rachel Laudat,2021-02-09 12:14:12
355,Dale Mcarthur,2021-01-24 06:14:22,Darryl Kirkwood,2021-03-10 06:14:22
356,Gregory Turnbow,2021-01-24 18:02:34,Rachel Laudat,2021-02-04 18:02:34
357,Michael Whittaker,2021-01-24 21:10:31,Felipe Seals,2021-03-10 21:10:31
358,Becky Stennett,2021-01-25 01:11:48,Leslie Harris,2021-02-13 01:11:48
359,James Dossantos,2021-01-25 20:14:45,Judith Laxson,2021-02-28 20:14:45
360,Johnny Blakeney,2021-01-29 17:04:24,Norma Farmer,2021-03-06 17:04:24
361,Stacy Taylor,2021-01-31 09:07:57,Jeffrey Lyon,2021-03-01 09:07:57
362,Herbert Quinter,2021-02-03 16:54:18,Judith Laxson,2021-03-19 16:54:18
363,Jody Messenger,2021-02-04 13:25:48,Leslie Harris,2021-03-24 13:25:48
364,Cindy Rittenhouse,2021-02-05 10:28:01,Darryl Kirkwood,2021-02-17 10:28:01
365,George Bryant,2021-02-06 04:49:49,James Ryder,2021-02-21 04:49:49
366,Tony Weingarten,2021-02-07 08:24:03,Norma Farmer,2021-02-28 08:24:03
367,Kelly Hurt,2021-02-10 22:05:56,Darryl Kirkwood,2021-03-07 22:05:56
368,Olga Randall,2021-02-14 20:14:52,Virginia Williams,2021-03-28 20:14:52
369,Jennifer Curry,2021-02-15 18:50:41,Deborah Hurley,2021-03-08 18:50:41
370,Jane Aguilar,2021-02-17 10:55:55,James Ryder,2021-03-15 10:55:55
371,Richard Leutwiler,2021-02-18 08:53:55,Rachel Laudat,2021-03-26 08:53:55
372,Josephine Jennings,2021-02-20 09:31:49,Kenneth Fluellen,2021-03-31 09:31:49
373,Nancy Torno,2021-02-23 00:29:44,Rachel Laudat,2021-03-24 00:29:44
374,Ronald Sefton,2021-02-23 12:26:51,Felipe Seals,2021-03-10 12:26:51
375,Pamela Schulte,2021-02-23 13:06:29,Darryl Kirkwood,2021-04-06 13:06:29
376,Adrian Landrum,2021-02-25 14:20:34,Leslie Harris,2021-03-28 14:20:34
377,Marion Christner,2021-02-28 02:53:34,Rachel Laudat,2021-03-29 02:53:34
378,Brian Devries,2021-03-12 12:20:47,Judith Laxson,2021-03-29 12:20:47
379,Anthony Schroeder,2021-03-12 17:29:16,Noah Balentine,2021-03-29 17:29:16
380,Cheryl Grover,2021-03-13 20:02:32,Paul Therrien,2021-04-14 20:02:32
381,Reed Walker,2021-03-14 23:59:19,James Ryder,2021-04-29 23:59:19
382,Katie Morehouse,2021-03-18 09:57:05,James Ryder,2021-04-21 09:57:05
383,Kevin Tucker,2021-03-21 02:02:00,Paul Therrien,2021-04-28 02:02:00
384,Dorothy Livingston,2021-03-22 16:26:49,Kenneth Fluellen,2021-04-11 16:26:49
385,Darryl Brion,2021-03-25 06:31:22,Noah Balentine,2021-05-05 06:31:22
386,Thomas Gleason,2021-03-25 06:51:39,Judith Laxson,2021-04-08 06:51:39
387,Walter Oconnell,2021-03-26 04:43:35,Kenneth Fluellen,2021-04-30 04:43:35
388,Alan Moore,2021-03-28 15:56:31,Rachel Laudat,2021-04-23 15:56:31
389,Jeffrey Nguyen,2021-03-30 01:58:55,Judith Laxson,2021-04-10 01:58:55
390,William Wright,2021-04-03 16:39:54,Judith Laxson,2021-04-20 16:39:54
391,Kandi Thompson,2021-04-05 03:16:32,Norma Farmer,2021-04-18 03:16:32
392,Lois Dewick,2021-04-05 21:04:44,Noah Balentine,2021-04-19 21:04:44
393,Sonia Lamphier,2021-04-05 22:23:45,Kenneth Fluellen,2021-05-23 22:23:45
394,Richard Lewis,2021-04-06 14:46:06,Paul Therrien,2021-05-17 14:46:06
395,Garry Taylor,2021-04-08 00:13:49,Norma Farmer,2021-04-28 00:13:49
396,Patricia Stivers,2021-04-11 10:53:28,Deborah Hurley,2021-05-15 10:53:28
397,Carrie Cheatham,2021-04-14 12:50:00,Jeffrey Lyon,2021-05-17 12:50:00
398,Todd Johnson,2021-04-16 07:09:30,Norma Farmer,2021-05-22 07:09:30
399,Renee Stewart,2021-04-16 09:29:25,Virginia Williams,2021-05-28 09:29:25
400,Ernest Hawkins,2021-04-18 08:48:31,James Ryder,2021-05-30 08:48:31
401,Ann Devine,2021-04-18 18:35:26,Marlene Grice,2021-05-17 18:35:26
402,William Bonilla,2021-04-21 05:19:10,Darryl Kirkwood,2021-05-07 05:19:10
403,Bonnie Walquist,2021-04-25 01:44:42,Rachel Laudat,2021-06-11 01:44:42
404,Connie Gomez,2021-04-27 00:15:36,Deborah Hurley,2021-06-08 00:15:36
405,Georgia Oliver,2021-04-29 12:13:22,Darryl Kirkwood,2021-06-14 12:13:22
406,Kelly Sampson,2021-04-30 11:43:26,James Ryder,2021-05-26 11:43:26
407,Esther Hewlett,2021-05-03 02:05:21,James Ryder,2021-05-29 02:05:21
408,Augustine Anderson,2021-05-05 00:40:41,Noah Balentine,2021-06-12 00:40:41
409,James Dunn,2021-05-05 17:08:54,Noah Balentine,2021-06-07 17:08:54
410,James Ryan,2021-05-08 00:44:54,Kenneth Fluellen,2021-06-07 00:44:54
411,Cynthia Johnson,2021-05-14 05:50:24,Paul Therrien,2021-06-29 05:50:24
412,Natalie Carr,2021-05-14 18:09:54,Kenneth Fluellen,2021-06-18 18:09:54
413,Sue Gonzalez,2021-05-15 03:21:08,Paul Therrien,2021-06-16 03:21:08
414,David Walz,2021-05-18 10:28:31,Judith Laxson,2021-07-01 10:28:31
415,Leticia Dueber,2021-05-21 15:16:10,Noah Balentine,2021-06-11 15:16:10
416,Cynthia Yates,2021-05-21 17:21:08,Noah Balentine,2021-06-10 17:21:08
417,Harvey Kimbrough,2021-05-24 09:09:36,Virginia Williams,2021-06-05 09:09:36
418,Elizabeth Meehleder,2021-05-25 01:32:04,Kenneth Fluellen,2021-07-13 01:32:04
419,Kristi Carpenter,2021-05-26 15:16:04,Rachel Laudat,2021-06-29 15:16:04
420,Ruth Call,2021-05-30 00:32:09,Paul Therrien,2021-06-24 00:32:09
421,Josephine Robinson,2021-06-02 17:35:35,Darryl Kirkwood,2021-06-27 17:35:35
422,Felix Yancy,2021-06-04 05:14:00,Kenneth Fluellen,2021-07-19 05:14:00
423,Salvador Martinez,2021-06-04 10:33:46,James Ryder,2021-07-18 10:33:46
424,Margarita Blanton,2021-06-04 19:35:53,Paul Therrien,2021-07-19 19:35:53
425,Vella Sauve,2021-06-04 21:23:10,Jeffrey Lyon,2021-06-27 21:23:10
426,Aaron Gallion,2021-06-05 17:39:22,Kenneth Fluellen,2021-07-20 17:39:22
427,Betty Pollina,2021-06-07 09:34:41,Rachel Laudat,2021-06-21 09:34:41
428,Mary Stanford,2021-06-08 23:43:45,Felipe Seals,2021-07-02 23:43:45
429,Michelle Simmons,2021-06-10 14:57:07,Norma Farmer,2021-07-07 14:57:07
430,Robert Bach,2021-06-11 08:18:47,Leslie Harris,2021-07-02 08:18:47
431,Jesus Lew,2021-06-12 11:20:09,Leslie Harris,2021-07-16 11:20:09
432,Edward Harrington,2021-06-13 02:49:18,Jeffrey Lyon,2021-07-28 02:49:18
433,Stormy Baadsgaard,2021-06-16 09:06:38,Noah Balentine,2021-07-02 09:06:38
434,Yvonne Westmark,2021-06-17 21:52:47,Leslie Harris,2021-06-30 21:52:47
435,Michael Ward,2021-06-18 02:36:14,Thelma Ryan,2021-07-29 02:36:14
436,Krystal Gross,2021-06-19 19:09:05,Rachel Laudat,2021-07-06 19:09:05
437,Shawn Gaul,2021-06-19 23:49:11,Judith Laxson,2021-07-27 23:49:11
438,Anthony Martinez,2021-06-20 19:53:47,Norma Farmer,2021-07-24 19:53:47
439,Teresa Follett,2021-06-26 01:18:44,Judith Laxson,2021-07-16 01:18:44
440,Kathleen Scheller,2021-06-27 08:27:56,Thelma Ryan,2021-07-21 08:27:56
441,Judy Patterson,2021-06-30 21:27:22,Felipe Seals,2021-08-16 21:27:22
442,William Hambrick,2021-07-06 18:25:22,Rachel Laudat,2021-07-20 18:25:22
443,Joy Ford,2021-07-08 15:03:33,Felipe Seals,2021-07-29 15:03:33
444,Mavis Lee,2021-07-11 15:44:12,Noah Balentine,2021-08-22 15:44:12
445,Cecilia Snyder,2021-07-12 04:27:11,Thelma Ryan,2021-08-13 04:27:11
446,Joseph Rios,2021-07-12 23:16:44,Kenneth Fluellen,2021-08-18 23:16:44
447,Edward Huntley,2021-07-13 22:35:47,Darryl Kirkwood,2021-08-17 22:35:47
448,David Uselman,2021-07-16 07:29:55,Virginia Williams,2021-09-03 07:29:55
449,Fritz Minnick,2021-07-21 03:02:44,Paul Therrien,2021-09-01 03:02:44
450,Albert Cunningham,2021-07-22 11:35:27,Thelma Ryan,2021-08-24 11:35:27
451,Rochelle Wade,2021-07-23 13:10:19,Felipe Seals,2021-09-07 13:10:19
452,Danny Ketchie,2021-07-23 14:53:13,Paul Therrien,2021-08-19 14:53:13
453,William Ramirez,2021-07-29 02:27:06,Rachel Laudat,2021-08-15 02:27:06
454,Frances Mcauley,2021-07-31 14:53:13,Deborah Hurley,2021-09-06 14:53:13
455,Anthony Zeigler,2021-08-02 20:37:31,Deborah Hurley,2021-09-13 20:37:31
456,Terence Knaub,2021-08-03 23:42:50,Judith Laxson,2021-09-13 23:42:50
457,Mattie Buller,2021-08-04 08:23:07,Paul Therrien,2021-08-26 08:23:07
458,Dorothy Sutton,2021-08-06 00:00:50,Noah Balentine,2021-09-21 00:00:50
459,Martin Ashburn,2021-08-06 16:32:47,Virginia Williams,2021-09-02 16:32:47
460,Jenny Dahl,2021-08-07 09:23:54,Kenneth Fluellen,2021-09-24 09:23:54
461,John Shepherd,2021-08-08 11:47:56,James Ryder,2021-09-13 11:47:56
462,Brenda Smith,2021-08-13 10:09:43,Leslie Harris,2021-09-09 10:09:43
463,Stanley Bombard,2021-08-14 00:18:26,Noah Balentine,2021-09-19 00:18:26
464,Eric Phuong,2021-08-17 15:35:36,Virginia Williams,2021-09-06 15:35:36
465,Belkis Hartman,2021-08-18 23:28:05,Paul Therrien,2021-09-11 23:28:05
466,Shirlene Mages,2021-08-19 00:24:21,Felipe Seals,2021-08-29 00:24:21
467,Jesus Foster,2021-08-19 23:53:19,Deborah Hurley,2021-09-11 23:53:19
468,Howard Morrison,2021-08-20 11:46:34,Norma Farmer,2021-09-17 11:46:34
469,Richard Dammen,2021-08-23 02:31:11,Leslie Harris,2021-10-09 02:31:11
470,Johnathan Brewster,2021-09-06 14:10:46,Darryl Kirkwood,2021-10-17 14:10:46
471,Rasheeda Campbell,2021-09-09 00:34:55,Marlene Grice,2021-10-23 00:34:55
472,Rogelio Widener,2021-09-09 09:27:15,Jeffrey Lyon,2021-09-26 09:27:15
473,Patrick Burney,2021-09-10 00:04:07,Darryl Kirkwood,2021-10-02 00:04:07
474,Mary Santana,2021-09-11 20:21:56,Virginia Williams,2021-10-26 20:21:56
475,Leona Mcfadden,2021-09-16 18:36:42,Leslie Harris,2021-10-03 18:36:42
476,Joseph Russell,2021-09-17 08:10:29,Marlene Grice,2021-09-29 08:10:29
477,Karen Dews,2021-09-18 18:27:27,Noah Balentine,2021-10-16 18:27:27
478,Ellen Martinez,2021-09-21 13:07:08,Darryl Kirkwood,2021-10-16 13:07:08
479,James Stephens,2021-09-22 08:59:15,Thelma Ryan,2021-10-11 08:59:15
480,Elizabeth Hawes,2021-09-22 18:56:10,James Ryder,2021-10-03 18:56:10
481,Zachary Mcelroy,2021-09-26 19:27:24,Virginia Williams,2021-10-26 19:27:24
482,James Clark,2021-09-28 06:29:03,Judith Laxson,2021-11-16 06:29:03
483,Amber Haylett,2021-09-29 23:55:32,Kenneth Fluellen,2021-11-09 23:55:32
484,Ben Nickel,2021-10-02 21:20:51,Kenneth Fluellen,2021-10-31 21:20:51
485,Christine Mcmanus,2021-10-03 12:36:50,Marlene Grice,2021-10-15 12:36:50
486,Deborah Smith,2021-10-03 21:40:18,Jeffrey Lyon,2021-11-03 21:40:18
487,Alfred Colon,2021-10-05 11:02:49,Noah Balentine,2021-10-27 11:02:49
488,Jan Cook,2021-10-06 01:13:02,Marlene Grice,2021-11-22 01:13:02
489,Boris Scott,2021-10-07 19:46:47,Norma Farmer,2021-10-29 19:46:47
490,Lori Hall,2021-10-07 22:02:42,Leslie Harris,2021-11-14 22:02:42
491,Walter Carder,2021-10-11 01:42:31,Noah Balentine,2021-10-21 01:42:31
492,Gladys Wiggins,2021-10-11 09:28:29,Rachel Laudat,2021-11-02 09:28:29
493,Sherryl Presley,2021-10-22 12:12:10,Thelma Ryan,2021-11-18 12:12:10
494,Robert Calderon,2021-10-23 08:05:34,Marlene Grice,2021-12-07 08:05:34
495,Anne Smith,2021-10-23 16:54:42,Leslie Harris,2021-11-26 16:54:42
496,Barbara Herrmann,2021-11-01 18:26:35,Deborah Hurley,2021-11-12 18:26:35
497,Cheryl Lorraine,2021-11-03 00:43:21,Rachel Laudat,2021-12-20 00:43:21
498,Myrtle Henson,2021-11-03 15:57:08,Thelma Ryan,2021-11-18 15:57:08
499,Elizabeth Seeger,2021-11-09 17:44:17,Marlene Grice,2021-12-19 17:44:17
500,Tarah Massey,2021-11-17 22:43:13,Darryl Kirkwood,2021-12-06 22:43:13
501,Haley Grabner,2021-11-22 12:29:49,Kenneth Fluellen,2022-01-04 12:29:49
502,Alan Holloway,2021-11-25 06:00:08,Paul Therrien,2021-12-11 06:00:08
503,Kimberly Panzarella,2021-11-27 15:42:53,Marlene Grice,2022-01-10 15:42:53
504,Jessica Ware,2021-12-03 20:15:38,Thelma Ryan,2021-12-16 20:15:38
505,Jerry Mccormick,2021-12-05 12:35:00,Marlene Grice,2022-01-09 12:35:00
506,Mildred Mirabal,2021-12-07 15:02:09,Marlene Grice,2021-12-23 15:02:09
507,Helen Borkowski,2021-12-10 23:04:14,Rachel Laudat,2022-01-19 23:04:14
508,Ronald Vincent,2021-12-12 06:43:25,Darryl Kirkwood,2021-12-27 06:43:25
509,James Vaughn,2021-12-17 14:28:42,Thelma Ryan,2021-12-29 14:28:42
510,Timothy Ward,2021-12-19 15:24:20,Jeffrey Lyon,2022-02-04 15:24:20
511,Paula Childs,2021-12-20 16:03:03,Noah Balentine,2022-01-10 16:03:03
512,Mary Jandres,2021-12-21 01:38:22,Judith Laxson,2022-01-17 01:38:22
513,Sam Beasley,2021-12-21 14:23:14,Norma Farmer,2022-01-30 14:23:14
514,Amanda Courtney,2021-12-22 06:34:15,Darryl Kirkwood,2022-01-28 06:34:15
515,Kathy James,2021-12-24 23:15:03,Deborah Hurley,2022-01-06 23:15:03
516,Tracey Clark,2021-12-27 16:50:11,Norma Farmer,2022-01-11 16:50:11
517,Viola Evans,2021-12-30 03:12:46,Felipe Seals,2022-01-19 03:12:46
518,Jennifer Mcclain,2021-12-30 09:32:47,Thelma Ryan,2022-01-19 09:32:47
519,Tonda Morgan,2021-12-31 12:34:03,Norma Farmer,2022-01-20 12:34:03
520,Kathryn Kennedy,2022-01-01 21:59:35,Thelma Ryan,2022-02-16 21:59:35
521,Laverne Block,2022-01-03 19:06:17,Rachel Laudat,2022-01-13 19:06:17
522,Ryan Dobey,2022-01-05 03:06:34,James Ryder,2022-02-12 03:06:34
523,Brian Davis,2022-01-05 13:00:09,Virginia Williams,2022-01-23 13:00:09
524,Dianna Rosenberg,2022-01-06 13:44:26,Norma Farmer,2022-01-29 13:44:26
525,Rodolfo Kim,2022-01-10 09:42:19,Thelma Ryan,2022-01-20 09:42:19
526,Danielle Chiodi,2022-01-10 09:45:26,Noah Balentine,2022-02-10 09:45:26
527,Emma Keane,2022-01-16 02:59:28,Felipe Seals,2022-02-23 02:59:28
528,Addie Garza,2022-01-16 22:01:19,Noah Balentine,2022-01-26 22:01:19
529,Christopher Manning,2022-01-17 22:59:48,Felipe Seals,2022-02-15 22:59:48
530,Jamie Conners,2022-01-19 22:02:23,Deborah Hurley,2022-03-07 22:02:23
531,Charles Meidinger,2022-01-21 17:41:10,Norma Farmer,2022-02-07 17:41:10
532,Carolyn Phelan,2022-01-22 18:59:58,Noah Balentine,2022-02-02 18:59:58
533,Dorothy Russell,2022-01-22 22:34:20,Noah Balentine,2022-03-01 22:34:20
534,Phillip Robison,2022-01-23 21:38:40,Jeffrey Lyon,2022-02-08 21:38:40
535,Maria Oakley,2022-01-24 14:52:26,Felipe Seals,2022-03-10 14:52:26
536,Juan Braswell,2022-01-25 18:54:21,Felipe Seals,2022-03-09 18:54:21
537,Mildred Vasquez,2022-01-28 18:30:49,Leslie Harris,2022-03-14 18:30:49
538,Andrea Noland,2022-01-29 05:01:26,Paul Therrien,2022-03-09 05:01:26
539,Joy Williams,2022-01-29 10:07:39,Paul Therrien,2022-03-15 10:07:39
540,Gerald Taylor,2022-02-01 21:04:58,Deborah Hurley,2022-02-15 21:04:58
541,Larry Sachez,2022-02-02 19:29:17,Noah Balentine,2022-03-01 19:29:17
542,Randall Nakamura,2022-02-05 00:55:29,Norma Farmer,2022-03-24 00:55:29
543,Mark Smith,2022-02-06 13:21:43,Norma Farmer,2022-03-16 13:21:43
544,Ofelia Tyson,2022-02-07 13:15:48,Felipe Seals,2022-03-11 13:15:48
545,Linda Green,2022-02-08 16:27:42,Leslie Harris,2022-03-23 16:27:42
546,Roger Burleson,2022-02-11 05:51:00,Norma Farmer,2022-03-11 05:51:00
547,Curtis Wiggins,2022-02-11 11:50:00,Rachel Laudat,2022-03-12 11:50:00
548,James Ruka,2022-02-11 22:16:41,Thelma Ryan,2022-04-01 22:16:41
549,Thomas Littell,2022-02-15 01:56:28,Virginia Williams,2022-03-23 01:56:28
550,Ruth Pittman,2022-02-21 12:34:59,Jeffrey Lyon,2022-04-05 12:34:59
551,Isaac Smith,2022-02-24 18:20:05,Paul Therrien,2022-04-04 18:20:05
552,Sarah Moore,2022-03-01 17:25:32,James Ryder,2022-03-20 17:25:32
553,Thomas Andres,2022-03-01 23:29:43,Norma Farmer,2022-04-13 23:29:43
554,Christiana Lean,2022-03-02 14:26:45,Virginia Williams,2022-04-05 14:26:45
555,James Marion,2022-03-04 10:39:48,Deborah Hurley,2022-04-04 10:39:48
556,Ramon Sullivan,2022-03-10 19:25:36,Jeffrey Lyon,2022-03-20 19:25:36
557,Lazaro Mcconnell,2022-03-13 04:39:35,Darryl Kirkwood,2022-03-28 04:39:35
558,Catherine Radtke,2022-03-15 03:44:58,Felipe Seals,2022-04-11 03:44:58
559,Patricia Brock,2022-03-16 18:47:55,Judith Laxson,2022-04-08 18:47:55
560,Marcus Smith,2022-03-16 20:03:27,James Ryder,2022-03-29 20:03:27
561,Rosa Evans,2022-03-17 00:13:15,Rachel Laudat,2022-05-05 00:13:15
562,Linda Kaminski,2022-03-17 19:31:19,Paul Therrien,2022-04-03 19:31:19
563,Douglas Rosales,2022-03-25 03:31:30,Virginia Williams,2022-04-13 03:31:30
564,Richard Rancourt,2022-03-27 11:37:12,Judith Laxson,2022-05-04 11:37:12
565,Carol Eldridge,2022-03-28 08:29:21,Deborah Hurley,2022-05-07 08:29:21
566,Lawrence Glassman,2022-03-30 00:06:21,Marlene Grice,2022-04-17 00:06:21
567,Stanley Fish,2022-03-31 10:35:42,Thelma Ryan,2022-04-11 10:35:42
568,Karen Murray,2022-03-31 20:52:20,Virginia Williams,2022-05-15 20:52:20
569,Tanisha Geib,2022-04-03 12:18:02,Jeffrey Lyon,2022-05-07 12:18:02
570,Johnathan Loy,2022-04-03 12:43:41,Darryl Kirkwood,2022-05-08 12:43:41
571,Andrea Allen,2022-04-05 13:11:47,Noah Balentine,2022-05-05 13:11:47
572,Dennis Ramsey,2022-04-10 17:45:09,Leslie Harris,2022-04-21 17:45:09
573,Stephen Floyd,2022-04-15 21:50:30,Deborah Hurley,2022-05-15 21:50:30
574,Harriett Daniel,2022-04-17 01:53:11,Kenneth Fluellen,2022-06-03 01:53:11
575,Anthony Griffin,2022-04-17 16:25:45,Darryl Kirkwood,2022-06-02 16:25:45
576,Dorothy Garcia,2022-04-18 15:31:35,Norma Farmer,2022-04-28 15:31:35
577,Celeste Cathey,2022-04-23 22:49:54,Deborah Hurley,2022-05-30 22:49:54
578,Betty Brown,2022-04-24 13:32:45,Darryl Kirkwood,2022-06-12 13:32:45
579,Donald Randall,2022-04-29 07:37:38,Leslie Harris,2022-05-30 07:37:38
580,Avis Aucoin,2022-04-29 21:24:38,Jeffrey Lyon,2022-05-19 21:24:38
581,Robert Herrera,2022-04-30 03:07:57,Thelma Ryan,
582,Lucy Houle,2022-05-01 08:32:03,Leslie Harris,
583,Danny Quiroz,2022-05-06 17:36:50,Marlene Grice,
584,Jeremiah Merz,2022-05-09 09:12:26,Paul Therrien,
585,Thomas Gonzalez,2022-05-11 05:12:45,Jeffrey Lyon,
586,Eddie Rose,2022-05-15 08:30:36,Darryl Kirkwood,
587,Henry Orozco,2022-05-16 20:18:54,James Ryder,
588,Cheryl Huber,2022-05-17 16:43:32,Norma Farmer,
589,Charles Villasenor,2022-05-21 14:33:32,Marlene Grice,
590,Jennifer Gandy,2022-05-22 07:41:12,Thelma Ryan,
591,Margaret Wilson,2022-05-26 10:54:56,Thelma Ryan,
592,John Vanderkam,2022-05-29 00:35:15,Felipe Seals,
593,Sherill Green,2022-06-02 10:29:43,Marlene Grice,
594,Christa Kirk,2022-06-03 06:16:05,Norma Farmer,
595,Sharon Rose,2022-06-04 17:30:57,Rachel Laudat,
596,Lessie Dulany,2022-06-07 10:00:59,Jeffrey Lyon,
597,Laureen Pasculli,2022-06-11 03:04:56,Deborah Hurley,
598,Keith Kruckenberg,2022-06-12 03:36:49,Leslie Harris,
599,John Goldstein,2022-06-14 15:55:04,Felipe Seals,
600,Patrick Carvajal,2022-06-15 10:39:36,Norma Farmer,
601,Odis Suggs,2022-06-17 15:01:59,Judith Laxson,
602,Carmen Moore,2022-06-18 13:29:10,Deborah Hurley,
603,Arthur Pisani,2022-06-19 14:59:37,Virginia Williams,
604,Sarah Bailey,2022-06-20 06:22:05,Felipe Seals,
605,Paul Lindhorst,2022-06-20 12:44:30,Virginia Williams,
606,Annette Chen,2022-06-26 15:05:04,Kenneth Fluellen,
607,Apolonia Snider,2022-06-29 08:12:10,Rachel Laudat,
608,Jeffrey Cortez,2022-06-29 13:23:35,Darryl Kirkwood,
609,Lorraine Nixon,2022-07-03 17:21:16,James Ryder,
610,Shirley Hinkle,2022-07-13 23:41:02,Marlene Grice,
611,Samuel Rogers,2022-07-18 13:49:13,Leslie Harris,
