,Creator,start_date,Employee,end_date
315,Leon Jordan,2020-12-20 10:34:53,Adriana Coleman,2021-01-11 10:34:53
316,Kenneth Mcalary,2020-12-21 01:36:09,John Gillispie,2021-01-11 01:36:09
317,Joyce Alves,2020-12-21 12:12:58,Adriana Coleman,2021-01-11 12:12:58
318,Michael Makela,2020-12-21 12:31:32,Adriana Coleman,2021-01-13 12:31:32
319,Charles Welch,2020-12-22 00:23:07,John Gillispie,2021-01-14 00:23:07
320,Gloria Seager,2020-12-22 00:57:24,Rose Churchill,2021-01-15 00:57:24
321,Floyd Clark,2020-12-23 16:14:47,Adriana Coleman,2021-01-15 16:14:47
322,Joseph Luckey,2021-01-12 06:23:08,Rose Churchill,2021-02-04 06:23:08
323,William Nelson,2021-01-15 01:07:48,John Gillispie,2021-02-08 01:07:48
324,Doris Laubhan,2021-01-16 15:16:24,Rose Churchill,2021-02-07 15:16:24
325,Kelli Hafer,2021-01-18 15:18:03,John Gillispie,2021-02-11 15:18:03
326,Chelsea Mccanna,2021-01-20 17:35:30,Adriana Coleman,2021-02-10 17:35:30
327,Pearline Duran,2021-01-26 09:36:55,John Gillispie,2021-02-18 09:36:55
328,Janet Drew,2021-01-27 17:52:19,Rose Churchill,2021-02-20 17:52:19
329,Sandra Caywood,2021-01-28 21:48:07,Rose Churchill,2021-02-19 21:48:07
330,Margaret Schummer,2021-01-31 00:53:34,John Gillispie,2021-02-21 00:53:34
331,Rosa Magee,2021-02-02 21:14:01,Adriana Coleman,2021-02-24 21:14:01
332,Jeremy Ward,2021-02-02 21:26:36,John Gillispie,2021-02-25 21:26:36
333,Ruth Kilpatrick,2021-02-04 11:14:38,Rose Churchill,2021-02-27 11:14:38
334,Toya Hernandez,2021-02-06 21:24:20,Adriana Coleman,2021-02-27 21:24:20
335,Jessie Etheridge,2021-02-11 04:00:04,Adriana Coleman,2021-03-05 04:00:04
336,Iola Holman,2021-02-11 14:17:31,Adriana Coleman,2021-03-05 14:17:31
337,Rodney Willis,2021-02-12 14:08:38,Adriana Coleman,2021-03-08 14:08:38
338,Troy Knackstedt,2021-02-15 03:12:02,John Gillispie,2021-03-09 03:12:02
339,Walter Adams,2021-02-15 04:33:06,Rose Churchill,2021-03-11 04:33:06
340,Martha Rich,2021-02-15 14:10:37,Rose Churchill,2021-03-10 14:10:37
341,Gregory Turnbow,2021-02-16 18:02:34,Rose Churchill,2021-03-12 18:02:34
342,Joseph Tung,2021-02-19 01:00:40,Rose Churchill,2021-03-13 01:00:40
343,Jesse Buchana,2021-02-21 13:52:47,John Gillispie,2021-03-17 13:52:47
344,Raymond Burroughs,2021-03-01 03:03:47,John Gillispie,2021-03-22 03:03:47
345,Elmer Hightower,2021-03-03 07:18:10,Adriana Coleman,2021-03-24 07:18:10
346,Ashley Whitehurst,2021-03-03 12:14:12,Adriana Coleman,2021-03-26 12:14:12
347,Laurence Taylor,2021-03-06 03:09:31,John Gillispie,2021-03-28 03:09:31
348,George Bryant,2021-03-06 04:49:49,Rose Churchill,2021-03-28 04:49:49
349,Becky Stennett,2021-03-08 01:11:48,John Gillispie,2021-03-29 01:11:48
350,Bernita Thompson,2021-03-09 09:24:46,Rose Churchill,2021-03-31 09:24:46
351,Cindy Rittenhouse,2021-03-10 10:28:01,Rose Churchill,2021-03-31 10:28:01
352,Paula Hoogland,2021-03-11 00:41:39,Adriana Coleman,2021-04-01 00:41:39
353,Otis Lopez,2021-03-11 03:41:18,John Gillispie,2021-04-03 03:41:18
354,Jennifer Espitia,2021-03-11 20:22:16,Rose Churchill,2021-04-02 20:22:16
355,Keith Radune,2021-03-15 15:52:47,John Gillispie,2021-04-05 15:52:47
356,Stacy Taylor,2021-03-16 09:07:57,Adriana Coleman,2021-04-09 09:07:57
357,James Jernigan,2021-03-17 10:37:41,Rose Churchill,2021-04-10 10:37:41
358,Tony Weingarten,2021-03-18 08:24:03,John Gillispie,2021-04-09 08:24:03
359,Ernest Georges,2021-03-20 10:30:34,Adriana Coleman,2021-04-10 10:30:34
360,Sonia Davis,2021-03-20 19:18:48,John Gillispie,2021-04-13 19:18:48
361,Ronald Sefton,2021-03-23 12:26:51,John Gillispie,2021-04-14 12:26:51
362,Michael Whittaker,2021-03-27 21:10:31,John Gillispie,2021-04-17 21:10:31
363,James Dossantos,2021-03-28 20:14:45,John Gillispie,2021-04-21 20:14:45
364,Jennifer Curry,2021-03-29 18:50:41,Adriana Coleman,2021-04-22 18:50:41
365,Kelly Hurt,2021-04-03 22:05:56,Adriana Coleman,2021-04-26 22:05:56
366,Dale Mcarthur,2021-04-04 06:14:22,Adriana Coleman,2021-04-25 06:14:22
367,Herbert Quinter,2021-04-06 16:54:18,Rose Churchill,2021-04-29 16:54:18
368,Jane Aguilar,2021-04-09 10:55:55,Rose Churchill,2021-05-02 10:55:55
369,Johnny Blakeney,2021-04-10 17:04:24,Rose Churchill,2021-05-04 17:04:24
370,Adrian Landrum,2021-04-11 14:20:34,Adriana Coleman,2021-05-04 14:20:34
371,Jody Messenger,2021-04-20 13:25:48,Adriana Coleman,2021-05-11 13:25:48
372,Thomas Gleason,2021-04-23 06:51:39,Rose Churchill,2021-05-14 06:51:39
373,Josephine Jennings,2021-04-23 09:31:49,Adriana Coleman,2021-05-15 09:31:49
374,Anthony Schroeder,2021-04-23 17:29:16,Adriana Coleman,2021-05-15 17:29:16
375,Nancy Torno,2021-04-26 00:29:44,John Gillispie,2021-05-19 00:29:44
376,Cheryl Grover,2021-04-26 20:02:32,Rose Churchill,2021-05-20 20:02:32
377,Richard Leutwiler,2021-05-01 08:53:55,John Gillispie,2021-05-22 08:53:55
378,Brian Devries,2021-05-03 12:20:47,Adriana Coleman,2021-05-24 12:20:47
379,Olga Randall,2021-05-03 20:14:52,John Gillispie,2021-05-24 20:14:52
380,Marion Christner,2021-05-04 02:53:34,John Gillispie,2021-05-28 02:53:34
381,Jeffrey Nguyen,2021-05-05 01:58:55,John Gillispie,2021-05-27 01:58:55
382,Lois Dewick,2021-05-06 21:04:44,Rose Churchill,2021-05-27 21:04:44
383,Walter Oconnell,2021-05-11 04:43:35,Rose Churchill,2021-06-04 04:43:35
384,Katie Morehouse,2021-05-12 09:57:05,Adriana Coleman,2021-06-04 09:57:05
385,Pamela Schulte,2021-05-13 13:06:29,John Gillispie,2021-06-05 13:06:29
386,Dorothy Livingston,2021-05-16 16:26:49,Adriana Coleman,2021-06-09 16:26:49
387,William Wright,2021-05-18 16:39:54,John Gillispie,2021-06-09 16:39:54
388,William Bonilla,2021-05-22 05:19:10,Rose Churchill,2021-06-14 05:19:10
389,Kandi Thompson,2021-05-25 03:16:32,Adriana Coleman,2021-06-16 03:16:32
390,Darryl Brion,2021-05-26 06:31:22,John Gillispie,2021-06-17 06:31:22
391,Kevin Tucker,2021-05-27 02:02:00,Rose Churchill,2021-06-19 02:02:00
392,Carrie Cheatham,2021-05-29 12:50:00,Adriana Coleman,2021-06-19 12:50:00
393,Richard Lewis,2021-05-29 14:46:06,Adriana Coleman,2021-06-21 14:46:06
394,Alan Moore,2021-05-30 15:56:31,Adriana Coleman,2021-06-23 15:56:31
395,Garry Taylor,2021-05-31 00:13:49,John Gillispie,2021-06-22 00:13:49
396,Patricia Stivers,2021-05-31 10:53:28,Rose Churchill,2021-06-23 10:53:28
397,Ann Devine,2021-06-03 18:35:26,Adriana Coleman,2021-06-26 18:35:26
398,Reed Walker,2021-06-04 23:59:19,John Gillispie,2021-06-25 23:59:19
399,Kelly Sampson,2021-06-06 11:43:26,John Gillispie,2021-06-29 11:43:26
400,Esther Hewlett,2021-06-08 02:05:21,John Gillispie,2021-06-29 02:05:21
401,Todd Johnson,2021-06-13 07:09:30,Rose Churchill,2021-07-07 07:09:30
402,Sonia Lamphier,2021-06-19 22:23:45,John Gillispie,2021-07-13 22:23:45
403,Renee Stewart,2021-06-22 09:29:25,Adriana Coleman,2021-07-15 09:29:25
404,James Dunn,2021-06-22 17:08:54,John Gillispie,2021-07-15 17:08:54
405,Bonnie Walquist,2021-06-23 01:44:42,Rose Churchill,2021-07-14 01:44:42
406,Connie Gomez,2021-06-24 00:15:36,Adriana Coleman,2021-07-18 00:15:36
407,Georgia Oliver,2021-06-24 12:13:22,John Gillispie,2021-07-15 12:13:22
408,Augustine Anderson,2021-06-26 00:40:41,John Gillispie,2021-07-20 00:40:41
409,Ernest Hawkins,2021-07-02 08:48:31,Adriana Coleman,2021-07-24 08:48:31
410,Ruth Call,2021-07-04 00:32:09,Rose Churchill,2021-07-26 00:32:09
411,Harvey Kimbrough,2021-07-07 09:09:36,John Gillispie,2021-07-30 09:09:36
412,Kristi Carpenter,2021-07-11 15:16:04,Adriana Coleman,2021-08-02 15:16:04
413,Cynthia Johnson,2021-07-12 05:50:24,John Gillispie,2021-08-03 05:50:24
414,Natalie Carr,2021-07-12 18:09:54,Adriana Coleman,2021-08-05 18:09:54
415,Yvonne Westmark,2021-07-12 21:52:47,Rose Churchill,2021-08-05 21:52:47
416,James Ryan,2021-07-13 00:44:54,John Gillispie,2021-08-03 00:44:54
417,Leticia Dueber,2021-07-16 15:16:10,Adriana Coleman,2021-08-09 15:16:10
418,Cynthia Yates,2021-07-16 17:21:08,Rose Churchill,2021-08-06 17:21:08
419,Krystal Gross,2021-07-20 19:09:05,Adriana Coleman,2021-08-11 19:09:05
420,Mary Stanford,2021-07-20 23:43:45,Rose Churchill,2021-08-11 23:43:45
421,Josephine Robinson,2021-07-23 17:35:35,John Gillispie,2021-08-15 17:35:35
422,Sue Gonzalez,2021-07-24 03:21:08,Adriana Coleman,2021-08-15 03:21:08
423,Betty Pollina,2021-07-26 09:34:41,Rose Churchill,2021-08-18 09:34:41
424,Teresa Follett,2021-07-30 01:18:44,John Gillispie,2021-08-22 01:18:44
425,David Walz,2021-07-30 10:28:31,Rose Churchill,2021-08-21 10:28:31
426,Robert Bach,2021-07-31 08:18:47,Adriana Coleman,2021-08-24 08:18:47
427,Vella Sauve,2021-08-04 21:23:10,Rose Churchill,2021-08-27 21:23:10
428,Salvador Martinez,2021-08-05 10:33:46,John Gillispie,2021-08-28 10:33:46
429,Elizabeth Meehleder,2021-08-06 01:32:04,Adriana Coleman,2021-08-29 01:32:04
430,Anthony Martinez,2021-08-06 19:53:47,Adriana Coleman,2021-08-30 19:53:47
431,Margarita Blanton,2021-08-08 19:35:53,Adriana Coleman,2021-08-30 19:35:53
432,Stormy Baadsgaard,2021-08-09 09:06:38,John Gillispie,2021-08-30 09:06:38
433,Jesus Lew,2021-08-10 11:20:09,John Gillispie,2021-09-03 11:20:09
434,Aaron Gallion,2021-08-10 17:39:22,Adriana Coleman,2021-09-03 17:39:22
435,Michelle Simmons,2021-08-11 14:57:07,Rose Churchill,2021-09-02 14:57:07
436,William Hambrick,2021-08-16 18:25:22,John Gillispie,2021-09-09 18:25:22
437,Felix Yancy,2021-08-20 05:14:00,Adriana Coleman,2021-09-12 05:14:00
438,Kathleen Scheller,2021-08-23 08:27:56,Rose Churchill,2021-09-16 08:27:56
439,Edward Harrington,2021-08-26 02:49:18,John Gillispie,2021-09-16 02:49:18
440,Michael Ward,2021-08-27 02:36:14,John Gillispie,2021-09-19 02:36:14
441,William Ramirez,2021-08-29 02:27:06,Adriana Coleman,2021-09-21 02:27:06
442,Danny Ketchie,2021-08-30 14:53:13,Adriana Coleman,2021-09-23 14:53:13
443,Shawn Gaul,2021-08-31 23:49:11,John Gillispie,2021-09-24 23:49:11
444,Joy Ford,2021-09-04 15:03:33,Rose Churchill,2021-09-28 15:03:33
445,Cecilia Snyder,2021-09-08 04:27:11,Rose Churchill,2021-09-30 04:27:11
446,Judy Patterson,2021-09-12 21:27:22,Adriana Coleman,2021-10-05 21:27:22
447,David Uselman,2021-09-15 07:29:55,Adriana Coleman,2021-10-08 07:29:55
448,Mavis Lee,2021-09-15 15:44:12,John Gillispie,2021-10-08 15:44:12
449,Shirlene Mages,2021-09-18 00:24:21,Adriana Coleman,2021-10-11 00:24:21
450,Brenda Smith,2021-09-20 10:09:43,Rose Churchill,2021-10-12 10:09:43
451,Edward Huntley,2021-09-22 22:35:47,John Gillispie,2021-10-14 22:35:47
452,Albert Cunningham,2021-09-23 11:35:27,Adriana Coleman,2021-10-16 11:35:27
453,Joseph Rios,2021-09-24 23:16:44,John Gillispie,2021-10-17 23:16:44
454,Fritz Minnick,2021-09-27 03:02:44,Adriana Coleman,2021-10-18 03:02:44
455,Mattie Buller,2021-10-03 08:23:07,Adriana Coleman,2021-10-24 08:23:07
456,Jesus Foster,2021-10-04 23:53:19,John Gillispie,2021-10-27 23:53:19
457,Eric Phuong,2021-10-05 15:35:36,John Gillispie,2021-10-26 15:35:36
458,Martin Ashburn,2021-10-05 16:32:47,Rose Churchill,2021-10-28 16:32:47
459,Terence Knaub,2021-10-05 23:42:50,John Gillispie,2021-10-28 23:42:50
460,Rogelio Widener,2021-10-06 09:27:15,John Gillispie,2021-10-30 09:27:15
461,John Shepherd,2021-10-07 11:47:56,Adriana Coleman,2021-10-30 11:47:56
462,Dorothy Sutton,2021-10-11 00:00:50,Rose Churchill,2021-11-03 00:00:50
463,Anthony Zeigler,2021-10-12 20:37:31,Rose Churchill,2021-11-05 20:37:31
464,Frances Mcauley,2021-10-14 14:53:13,Adriana Coleman,2021-11-06 14:53:13
465,Elizabeth Hawes,2021-10-14 18:56:10,Adriana Coleman,2021-11-04 18:56:10
466,Patrick Burney,2021-10-15 00:04:07,Rose Churchill,2021-11-06 00:04:07
467,Stanley Bombard,2021-10-16 00:18:26,John Gillispie,2021-11-08 00:18:26
468,Rochelle Wade,2021-10-16 13:10:19,Rose Churchill,2021-11-06 13:10:19
469,Belkis Hartman,2021-10-16 23:28:05,Rose Churchill,2021-11-08 23:28:05
470,Joseph Russell,2021-10-17 08:10:29,John Gillispie,2021-11-08 08:10:29
471,Jenny Dahl,2021-10-17 09:23:54,Rose Churchill,2021-11-09 09:23:54
472,Leona Mcfadden,2021-10-20 18:36:42,John Gillispie,2021-11-13 18:36:42
473,Howard Morrison,2021-10-22 11:46:34,John Gillispie,2021-11-12 11:46:34
474,Richard Dammen,2021-10-28 02:31:11,Adriana Coleman,2021-11-18 02:31:11
475,Karen Dews,2021-10-28 18:27:27,Rose Churchill,2021-11-21 18:27:27
476,James Stephens,2021-11-04 08:59:15,Rose Churchill,2021-11-28 08:59:15
477,Christine Mcmanus,2021-11-12 12:36:50,Rose Churchill,2021-12-06 12:36:50
478,Boris Scott,2021-11-14 19:46:47,Rose Churchill,2021-12-07 19:46:47
479,Zachary Mcelroy,2021-11-19 19:27:24,Rose Churchill,2021-12-10 19:27:24
480,Mary Santana,2021-11-19 20:21:56,Adriana Coleman,2021-12-11 20:21:56
481,Ben Nickel,2021-11-19 21:20:51,John Gillispie,2021-12-13 21:20:51
482,Alfred Colon,2021-11-22 11:02:49,Adriana Coleman,2021-12-14 11:02:49
483,Rasheeda Campbell,2021-11-23 00:34:55,Rose Churchill,2021-12-17 00:34:55
484,Ellen Martinez,2021-11-23 13:07:08,Adriana Coleman,2021-12-15 13:07:08
485,Deborah Smith,2021-11-23 21:40:18,Adriana Coleman,2021-12-17 21:40:18
486,Walter Carder,2021-11-24 01:42:31,Adriana Coleman,2021-12-18 01:42:31
487,Johnathan Brewster,2021-11-25 14:10:46,Adriana Coleman,2021-12-17 14:10:46
488,Sherryl Presley,2021-11-29 12:12:10,Rose Churchill,2021-12-20 12:12:10
489,Gladys Wiggins,2021-12-01 09:28:29,Adriana Coleman,2021-12-24 09:28:29
490,Myrtle Henson,2021-12-08 15:57:08,John Gillispie,2022-01-01 15:57:08
491,Lori Hall,2021-12-09 22:02:42,John Gillispie,2022-01-02 22:02:42
492,Barbara Herrmann,2021-12-18 18:26:35,Rose Churchill,2022-01-08 18:26:35
493,Amber Haylett,2021-12-18 23:55:32,Rose Churchill,2022-01-08 23:55:32
494,James Clark,2021-12-23 06:29:03,Rose Churchill,2022-01-16 06:29:03
495,Anne Smith,2021-12-23 16:54:42,Adriana Coleman,2022-01-13 16:54:42
496,Jan Cook,2021-12-30 01:13:02,Rose Churchill,2022-01-22 01:13:02
497,Ronald Vincent,2022-01-07 06:43:25,Rose Churchill,2022-01-31 06:43:25
498,Jessica Ware,2022-01-09 20:15:38,Adriana Coleman,2022-02-02 20:15:38
499,Cheryl Lorraine,2022-01-12 00:43:21,John Gillispie,2022-02-05 00:43:21
500,Tarah Massey,2022-01-12 22:43:13,Adriana Coleman,2022-02-04 22:43:13
501,Robert Calderon,2022-01-14 08:05:34,John Gillispie,
502,James Vaughn,2022-01-14 14:28:42,Rose Churchill,
503,Alan Holloway,2022-01-18 06:00:08,John Gillispie,
504,Mildred Mirabal,2022-01-20 15:02:09,Adriana Coleman,
505,Paula Childs,2022-01-20 16:03:03,Rose Churchill,
506,Laverne Block,2022-01-23 19:06:17,Adriana Coleman,
507,Kimberly Panzarella,2022-01-24 15:42:53,Adriana Coleman,
508,Tracey Clark,2022-01-24 16:50:11,John Gillispie,
509,Elizabeth Seeger,2022-01-25 17:44:17,Rose Churchill,
510,Haley Grabner,2022-01-29 12:29:49,Adriana Coleman,
511,Jennifer Mcclain,2022-02-03 09:32:47,John Gillispie,
512,Jerry Mccormick,2022-02-03 12:35:00,John Gillispie,
513,Mary Jandres,2022-02-04 01:38:22,Rose Churchill,
514,Kathy James,2022-02-07 23:15:03,John Gillispie,
515,Helen Borkowski,2022-02-08 23:04:14,John Gillispie,
516,Dianna Rosenberg,2022-02-11 13:44:26,Rose Churchill,
517,Sam Beasley,2022-02-11 14:23:14,Rose Churchill,
518,Phillip Robison,2022-02-20 21:38:40,Rose Churchill,
519,Brian Davis,2022-02-22 13:00:09,Adriana Coleman,
520,Viola Evans,2022-02-23 03:12:46,Adriana Coleman,
521,Addie Garza,2022-02-24 22:01:19,John Gillispie,
522,Ryan Dobey,2022-02-25 03:06:34,John Gillispie,
523,Christopher Manning,2022-02-25 22:59:48,Adriana Coleman,
524,Amanda Courtney,2022-02-26 06:34:15,John Gillispie,
525,Tonda Morgan,2022-02-26 12:34:03,John Gillispie,
526,Rodolfo Kim,2022-02-27 09:42:19,John Gillispie,
527,Kathryn Kennedy,2022-02-27 21:59:35,Rose Churchill,
528,Carolyn Phelan,2022-03-04 18:59:58,Rose Churchill,
529,Danielle Chiodi,2022-03-12 09:45:26,Adriana Coleman,
530,Timothy Ward,2022-03-13 15:24:20,John Gillispie,
531,Charles Meidinger,2022-03-14 17:41:10,Adriana Coleman,
532,Gerald Taylor,2022-03-17 21:04:58,Rose Churchill,
533,Emma Keane,2022-03-25 02:59:28,Rose Churchill,
